id,station_id,code,type,power_kw,status,current_user_id,last_online_at,enabled,total_count,total_hours
42,9,SH002-01,slow,7.0,idle,,,1,0,0.0
43,9,SH002-02,fast,120.0,idle,,,1,0,0.0
44,9,SH002-03,fast,120.0,idle,,,1,0,0.0
45,9,SH002-04,fast,120.0,idle,,,1,0,0.0
46,10,SH003-01,slow,7.0,idle,,,1,0,0.0
47,10,SH003-02,fast,120.0,idle,,,1,0,0.0
48,10,SH003-03,slow,7.0,idle,,,1,0,0.0
49,10,SH003-04,fast,120.0,idle,,,1,0,0.0
50,10,SH003-05,fast,120.0,idle,,,1,0,0.0
51,11,SH004-01,fast,180.0,idle,,,1,0,0.0
52,11,SH004-02,slow,7.0,idle,,,1,0,0.0
53,11,SH004-03,slow,7.0,busy,,,1,0,0.0
54,11,SH004-04,fast,120.0,busy,,,1,0,0.0
55,11,SH004-05,fast,120.0,idle,,,1,0,0.0
56,12,GZ001-01,fast,180.0,busy,,,1,0,0.0
57,12,GZ001-02,fast,180.0,idle,,,1,0,0.0
58,12,GZ001-03,fast,180.0,busy,,,1,0,0.0
59,12,GZ001-04,slow,7.0,busy,,,1,0,0.0
60,12,GZ001-05,fast,180.0,idle,,,1,0,0.0
61,13,GZ002-01,fast,180.0,idle,,,1,0,0.0
62,13,GZ002-02,fast,120.0,fault,,,1,0,0.0
63,13,GZ002-03,slow,7.0,idle,,,1,0,0.0
64,13,GZ002-04,fast,120.0,idle,,,1,0,0.0
65,13,GZ002-05,slow,7.0,idle,,,1,0,0.0
66,13,GZ002-06,fast,120.0,idle,,,1,0,0.0
67,13,GZ002-07,fast,180.0,idle,,,1,0,0.0
68,14,GZ003-01,fast,120.0,idle,,,1,0,0.0
69,14,GZ003-02,fast,180.0,idle,,,1,0,0.0
70,14,GZ003-03,fast,120.0,fault,,,1,0,0.0
71,14,GZ003-04,slow,7.0,idle,,,1,0,0.0
72,14,GZ003-05,fast,120.0,idle,,,1,0,0.0
73,14,GZ003-06,fast,180.0,fault,,,1,0,0.0
74,15,HZ001-01,slow,7.0,idle,,,1,0,0.0
75,15,HZ001-02,fast,120.0,idle,,,1,0,0.0
76,15,HZ001-03,fast,180.0,busy,,,1,0,0.0
77,15,HZ001-04,slow,7.0,fault,,,1,0,0.0
78,16,HZ002-01,fast,120.0,idle,,,1,0,0.0
79,16,HZ002-02,fast,180.0,idle,,,1,0,0.0
80,16,HZ002-03,fast,120.0,idle,,,1,0,0.0
81,16,HZ002-04,fast,180.0,idle,,,1,0,0.0
82,16,HZ002-05,fast,180.0,idle,,,1,0,0.0
83,16,HZ002-06,slow,7.0,fault,,,1,0,0.0
84,16,HZ002-07,fast,180.0,fault,,,1,0,0.0
85,17,HZ003-01,fast,120.0,idle,,,1,0,0.0
86,17,HZ003-02,slow,7.0,idle,,,1,0,0.0
87,17,HZ003-03,fast,120.0,idle,,,1,0,0.0
88,17,HZ003-04,fast,180.0,idle,,,1,0,0.0
89,17,HZ003-05,slow,7.0,idle,,,1,0,0.0
90,17,HZ003-06,fast,120.0,idle,,,1,0,0.0
91,18,NJ001-01,fast,120.0,idle,,,1,0,0.0
92,18,NJ001-02,fast,180.0,busy,,,1,0,0.0
93,18,NJ001-03,slow,7.0,busy,,,1,0,0.0
94,18,NJ001-04,fast,120.0,idle,,,1,0,0.0
95,18,NJ001-05,fast,180.0,busy,,,1,0,0.0
96,19,NJ002-01,fast,120.0,idle,,,1,0,0.0
97,19,NJ002-02,fast,120.0,idle,,,1,0,0.0
98,19,NJ002-03,fast,180.0,idle,,,1,0,0.0
99,19,NJ002-04,slow,7.0,idle,,,1,0,0.0
100,19,NJ002-05,fast,180.0,idle,,,1,0,0.0
101,19,NJ002-06,slow,7.0,idle,,,1,0,0.0
102,20,NJ003-01,slow,7.0,idle,,,1,0,0.0
103,20,NJ003-02,fast,120.0,idle,,,1,0,0.0
104,20,NJ003-03,fast,180.0,idle,,,1,0,0.0
105,20,NJ003-04,slow,7.0,busy,,,1,0,0.0
106,21,SZ004-01,fast,180.0,busy,,,1,0,0.0
107,21,SZ004-02,fast,180.0,idle,,,1,0,0.0
108,21,SZ004-03,fast,180.0,fault,,,1,0,0.0
109,21,SZ004-04,slow,7.0,fault,,,1,0,0.0
110,21,SZ004-05,slow,7.0,busy,,,1,0,0.0
111,22,SZ005-01,slow,7.0,idle,,,1,0,0.0
112,22,SZ005-02,fast,180.0,idle,,,1,0,0.0
113,22,SZ005-03,fast,120.0,busy,,,1,0,0.0
114,22,SZ005-04,slow,7.0,idle,,,1,0,0.0
115,22,SZ005-05,fast,180.0,idle,,,1,0,0.0
116,22,SZ005-06,fast,180.0,idle,,,1,0,0.0
117,23,SZ006-01,fast,120.0,idle,,,1,0,0.0
118,23,SZ006-02,fast,120.0,idle,,,1,0,0.0
119,23,SZ006-03,slow,7.0,idle,,,1,0,0.0
120,23,SZ006-04,slow,7.0,idle,,,1,0,0.0
121,23,SZ006-05,fast,120.0,idle,,,1,0,0.0
122,23,SZ006-06,fast,120.0,idle,,,1,0,0.0
123,23,SZ006-07,fast,180.0,idle,,,1,0,0.0
124,24,SZ007-01,fast,120.0,busy,,,1,0,0.0
125,24,SZ007-02,fast,180.0,fault,,,1,0,0.0
126,24,SZ007-03,fast,180.0,busy,,,1,0,0.0
127,24,SZ007-04,slow,7.0,idle,,,1,0,0.0
128,24,SZ007-05,slow,7.0,fault,,,1,0,0.0
129,25,SZ008-01,fast,120.0,idle,,,1,0,0.0
130,25,SZ008-02,fast,120.0,idle,,,1,0,0.0
131,25,SZ008-03,fast,120.0,idle,,,1,0,0.0
132,25,SZ008-04,fast,180.0,idle,,,1,0,0.0
133,25,SZ008-05,slow,7.0,idle,,,1,0,0.0
134,25,SZ008-06,slow,7.0,idle,,,1,0,0.0
135,25,SZ008-07,fast,120.0,idle,,,1,0,0.0
136,26,SZ009-01,fast,120.0,idle,,,1,0,0.0
137,26,SZ009-02,slow,7.0,idle,,,1,0,0.0
138,26,SZ009-03,fast,120.0,idle,,,1,0,0.0
139,26,SZ009-04,fast,180.0,idle,,,1,0,0.0
140,26,SZ009-05,fast,180.0,idle,,,1,0,0.0
141,26,SZ009-06,fast,120.0,idle,,,1,0,0.0
142,26,SZ009-07,fast,180.0,idle,,,1,0,0.0
143,27,SZ010-01,fast,180.0,idle,,,1,0,0.0
144,27,SZ010-02,fast,120.0,idle,,,1,0,0.0
145,27,SZ010-03,fast,180.0,idle,,,1,0,0.0
146,27,SZ010-04,slow,7.0,idle,,,1,0,0.0
147,27,SZ010-05,slow,7.0,idle,,,1,0,0.0
148,28,SZ011-01,fast,180.0,busy,,,1,0,0.0
149,28,SZ011-02,fast,180.0,busy,,,1,0,0.0
150,28,SZ011-03,fast,120.0,idle,,,1,0,0.0
151,28,SZ011-04,fast,180.0,idle,,,1,0,0.0
152,28,SZ011-05,fast,180.0,idle,,,1,0,0.0
153,28,SZ011-06,slow,7.0,idle,,,1,0,0.0
154,28,SZ011-07,fast,120.0,idle,,,1,0,0.0
155,29,SZ012-01,fast,180.0,busy,,,1,0,0.0
156,29,SZ012-02,fast,120.0,idle,,,1,0,0.0
157,29,SZ012-03,fast,180.0,idle,,,1,0,0.0
158,29,SZ012-04,slow,7.0,busy,,,1,0,0.0
159,29,SZ012-05,fast,180.0,idle,,,1,0,0.0
160,29,SZ012-06,fast,180.0,busy,,,1,0,0.0
161,30,BJ005-01,fast,180.0,idle,,,1,0,0.0
162,30,BJ005-02,fast,180.0,idle,,,1,0,0.0
163,30,BJ005-03,slow,7.0,idle,,,1,0,0.0
164,30,BJ005-04,fast,120.0,idle,,,1,0,0.0
165,30,BJ005-05,slow,7.0,idle,,,1,0,0.0
166,30,BJ005-06,fast,180.0,idle,,,1,0,0.0
167,31,BJ006-01,fast,180.0,busy,,,1,0,0.0
168,31,BJ006-02,fast,180.0,idle,,,1,0,0.0
169,31,BJ006-03,slow,7.0,fault,,,1,0,0.0
170,31,BJ006-04,slow,7.0,busy,,,1,0,0.0
171,32,BJ007-01,fast,120.0,idle,,,1,0,0.0
172,32,BJ007-02,slow,7.0,idle,,,1,0,0.0
173,32,BJ007-03,fast,180.0,idle,,,1,0,0.0
174,32,BJ007-04,fast,120.0,idle,,,1,0,0.0
175,33,BJ008-01,fast,120.0,idle,,,1,0,0.0
176,33,BJ008-02,fast,120.0,idle,,,1,0,0.0
177,33,BJ008-03,fast,180.0,idle,,,1,0,0.0
178,33,BJ008-04,fast,180.0,idle,,,1,0,0.0
179,33,BJ008-05,fast,180.0,idle,,,1,0,0.0
180,33,BJ008-06,fast,180.0,idle,,,1,0,0.0
181,33,BJ008-07,slow,7.0,idle,,,1,0,0.0
182,34,BJ009-01,slow,7.0,idle,,,1,0,0.0
183,34,BJ009-02,fast,180.0,idle,,,1,0,0.0
184,34,BJ009-03,fast,180.0,idle,,,1,0,0.0
185,34,BJ009-04,fast,120.0,idle,,,1,0,0.0
186,34,BJ009-05,fast,180.0,idle,,,1,0,0.0
187,34,BJ009-06,fast,180.0,idle,,,1,0,0.0
188,35,BJ010-01,fast,120.0,idle,,,1,0,0.0
189,35,BJ010-02,fast,180.0,idle,,,1,0,0.0
190,35,BJ010-03,slow,7.0,idle,,,1,0,0.0
191,35,BJ010-04,fast,180.0,idle,,,1,0,0.0
192,35,BJ010-05,fast,120.0,idle,,,1,0,0.0
193,35,BJ010-06,fast,120.0,idle,,,1,0,0.0
194,35,BJ010-07,fast,180.0,idle,,,1,0,0.0
195,36,BJ011-01,fast,120.0,idle,,,1,0,0.0
196,36,BJ011-02,fast,120.0,idle,,,1,0,0.0
197,36,BJ011-03,fast,120.0,idle,,,1,0,0.0
198,36,BJ011-04,slow,7.0,idle,,,1,0,0.0
199,36,BJ011-05,fast,120.0,idle,,,1,0,0.0
200,37,BJ012-01,slow,7.0,busy,,,1,0,0.0
201,37,BJ012-02,fast,120.0,idle,,,1,1,0.0
202,37,BJ012-03,fast,120.0,busy,,,1,0,0.0
203,37,BJ012-04,fast,180.0,idle,,,1,0,0.0
204,37,BJ012-05,slow,7.0,idle,,,1,0,0.0
205,38,SH005-01,slow,7.0,idle,,,1,0,0.0
206,38,SH005-02,fast,180.0,idle,,,1,0,0.0
207,38,SH005-03,slow,7.0,idle,,,1,0,0.0
208,38,SH005-04,fast,120.0,idle,,,1,0,0.0
209,38,SH005-05,fast,120.0,idle,,,1,0,0.0
210,38,SH005-06,fast,180.0,idle,,,1,0,0.0
211,38,SH005-07,fast,120.0,idle,,,1,0,0.0
212,39,SH006-01,slow,7.0,idle,,,1,0,0.0
213,39,SH006-02,slow,7.0,idle,,,1,0,0.0
214,39,SH006-03,fast,180.0,idle,,,1,0,0.0
215,39,SH006-04,fast,120.0,idle,,,1,0,0.0
216,40,SH007-01,fast,180.0,idle,,,1,0,0.0
217,40,SH007-02,slow,7.0,idle,,,1,0,0.0
218,40,SH007-03,slow,7.0,idle,,,1,0,0.0
219,40,SH007-04,fast,180.0,idle,,,1,0,0.0
220,40,SH007-05,fast,180.0,idle,,,1,0,0.0
221,40,SH007-06,fast,180.0,idle,,,1,0,0.0
222,41,SH008-01,slow,7.0,idle,,,1,0,0.0
223,41,SH008-02,slow,7.0,idle,,,1,0,0.0
224,41,SH008-03,fast,180.0,idle,,,1,0,0.0
225,41,SH008-04,fast,180.0,idle,,,1,0,0.0
226,41,SH008-05,fast,180.0,idle,,,1,0,0.0
227,42,SH009-01,fast,120.0,idle,,,1,0,0.0
228,42,SH009-02,fast,180.0,idle,,,1,0,0.0
229,42,SH009-03,fast,120.0,fault,,,1,0,0.0
230,42,SH009-04,fast,120.0,idle,,,1,0,0.0
231,42,SH009-05,fast,180.0,idle,,,1,0,0.0
232,42,SH009-06,slow,7.0,idle,,,1,0,0.0
233,42,SH009-07,fast,180.0,idle,,,1,0,0.0
234,43,SH010-01,fast,120.0,idle,,,1,0,0.0
235,43,SH010-02,slow,7.0,idle,,,1,0,0.0
236,43,SH010-03,fast,120.0,idle,,,1,0,0.0
237,43,SH010-04,fast,180.0,idle,,,1,0,0.0
238,43,SH010-05,fast,180.0,idle,,,1,0,0.0
239,44,SH011-01,fast,180.0,idle,,,1,0,0.0
240,44,SH011-02,fast,120.0,idle,,,1,0,0.0
241,44,SH011-03,fast,120.0,idle,,,1,0,0.0
242,44,SH011-04,fast,180.0,busy,,,1,0,0.0
243,44,SH011-05,fast,180.0,busy,,,1,0,0.0
244,44,SH011-06,slow,7.0,busy,,,1,0,0.0
245,45,SH012-01,slow,7.0,idle,,,1,0,0.0
246,45,SH012-02,fast,120.0,busy,,,1,0,0.0
247,45,SH012-03,slow,7.0,idle,,,1,0,0.0
248,45,SH012-04,fast,180.0,busy,,,1,0,0.0
249,46,GZ004-01,fast,120.0,idle,,,1,0,0.0
250,46,GZ004-02,slow,7.0,idle,,,1,0,0.0
251,46,GZ004-03,fast,180.0,busy,,,1,0,0.0
252,46,GZ004-04,fast,120.0,idle,,,1,0,0.0
253,46,GZ004-05,fast,120.0,idle,,,1,0,0.0
254,46,GZ004-06,fast,180.0,busy,,,1,0,0.0
255,46,GZ004-07,fast,180.0,idle,,,1,0,0.0
256,47,GZ005-01,fast,180.0,idle,,,1,0,0.0
257,47,GZ005-02,fast,180.0,idle,,,1,0,0.0
258,47,GZ005-03,slow,7.0,idle,,,1,0,0.0
259,47,GZ005-04,fast,120.0,fault,,,1,0,0.0
260,47,GZ005-05,fast,180.0,idle,,,1,0,0.0
261,47,GZ005-06,fast,120.0,fault,,,1,0,0.0
262,47,GZ005-07,fast,180.0,idle,,,1,0,0.0
263,48,GZ006-01,fast,120.0,idle,,,1,0,0.0
264,48,GZ006-02,fast,180.0,fault,,,1,0,0.0
265,48,GZ006-03,slow,7.0,idle,,,1,0,0.0
266,48,GZ006-04,fast,180.0,fault,,,1,0,0.0
267,48,GZ006-05,fast,120.0,idle,,,1,0,0.0
268,49,GZ007-01,slow,7.0,busy,,,1,0,0.0
269,49,GZ007-02,fast,180.0,idle,,,1,0,0.0
270,49,GZ007-03,fast,120.0,idle,,,1,0,0.0
271,49,GZ007-04,slow,7.0,idle,,,1,0,0.0
272,49,GZ007-05,fast,180.0,idle,,,1,0,0.0
273,50,GZ008-01,fast,180.0,busy,,,1,0,0.0
274,50,GZ008-02,fast,180.0,busy,,,1,0,0.0
275,50,GZ008-03,fast,180.0,busy,,,1,0,0.0
276,50,GZ008-04,slow,7.0,idle,,,1,0,0.0
277,50,GZ008-05,slow,7.0,idle,,,1,0,0.0
278,50,GZ008-06,fast,180.0,idle,,,1,0,0.0
279,51,GZ009-01,fast,180.0,idle,,,1,0,0.0
280,51,GZ009-02,slow,7.0,idle,,,1,0,0.0
281,51,GZ009-03,fast,180.0,idle,,,1,0,0.0
282,51,GZ009-04,fast,180.0,idle,,,1,0,0.0
283,52,GZ010-01,slow,7.0,idle,,,1,0,0.0
284,52,GZ010-02,fast,120.0,idle,,,1,0,0.0
285,52,GZ010-03,fast,180.0,idle,,,1,0,0.0
286,52,GZ010-04,fast,120.0,idle,,,1,0,0.0
287,52,GZ010-05,fast,120.0,idle,,,1,0,0.0
288,52,GZ010-06,slow,7.0,idle,,,1,0,0.0
289,52,GZ010-07,fast,120.0,idle,,,1,0,0.0
290,53,GZ011-01,fast,180.0,idle,,,1,0,0.0
291,53,GZ011-02,slow,7.0,busy,,,1,0,0.0
292,53,GZ011-03,slow,7.0,idle,,,1,0,0.0
293,53,GZ011-04,fast,180.0,idle,,,1,0,0.0
294,53,GZ011-05,fast,180.0,idle,,,1,0,0.0
295,54,GZ012-01,slow,7.0,busy,,,1,0,0.0
296,54,GZ012-02,fast,180.0,idle,,,1,0,0.0
297,54,GZ012-03,fast,180.0,idle,,,1,0,0.0
298,54,GZ012-04,slow,7.0,busy,,,1,0,0.0
299,54,GZ012-05,fast,120.0,idle,,,1,0,0.0
300,54,GZ012-06,fast,120.0,idle,,,1,0,0.0
301,55,HZ004-01,fast,180.0,idle,,,1,0,0.0
302,55,HZ004-02,slow,7.0,idle,,,1,0,0.0
303,55,HZ004-03,fast,120.0,idle,,,1,0,0.0
304,55,HZ004-04,fast,120.0,idle,,,1,0,0.0
305,55,HZ004-05,fast,180.0,fault,,,1,0,0.0
306,55,HZ004-06,fast,120.0,idle,,,1,0,0.0
307,56,HZ005-01,slow,7.0,idle,,,1,0,0.0
308,56,HZ005-02,fast,120.0,idle,,,1,0,0.0
309,56,HZ005-03,fast,180.0,idle,,,1,0,0.0
310,56,HZ005-04,fast,120.0,idle,,,1,0,0.0
311,56,HZ005-05,slow,7.0,idle,,,1,0,0.0
312,57,HZ006-01,fast,180.0,idle,,,1,0,0.0
313,57,HZ006-02,fast,120.0,idle,,,1,0,0.0
314,57,HZ006-03,slow,7.0,idle,,,1,0,0.0
315,57,HZ006-04,fast,180.0,idle,,,1,0,0.0
316,57,HZ006-05,slow,7.0,idle,,,1,0,0.0
317,58,HZ007-01,fast,120.0,idle,,,1,0,0.0
318,58,HZ007-02,slow,7.0,idle,,,1,0,0.0
319,58,HZ007-03,fast,120.0,idle,,,1,0,0.0
320,58,HZ007-04,fast,120.0,idle,,,1,0,0.0
321,58,HZ007-05,fast,120.0,idle,,,1,0,0.0
322,59,HZ008-01,fast,120.0,idle,,,1,0,0.0
323,59,HZ008-02,slow,7.0,idle,,,1,0,0.0
324,59,HZ008-03,fast,120.0,idle,,,1,0,0.0
325,59,HZ008-04,fast,180.0,idle,,,1,0,0.0
326,59,HZ008-05,fast,180.0,idle,,,1,0,0.0
327,60,HZ009-01,fast,120.0,idle,,,1,0,0.0
328,60,HZ009-02,slow,7.0,idle,,,1,0,0.0
329,60,HZ009-03,slow,7.0,idle,,,1,0,0.0
330,60,HZ009-04,fast,120.0,idle,,,1,0,0.0
331,60,HZ009-05,fast,180.0,busy,,,1,0,0.0
332,60,HZ009-06,fast,180.0,idle,,,1,0,0.0
333,61,HZ010-01,slow,7.0,busy,,,1,0,0.0
334,61,HZ010-02,fast,120.0,idle,,,1,0,0.0
335,61,HZ010-03,fast,180.0,idle,,,1,0,0.0
336,61,HZ010-04,fast,180.0,busy,,,1,0,0.0
337,61,HZ010-05,fast,120.0,idle,,,1,0,0.0
338,61,HZ010-06,slow,7.0,idle,,,1,0,0.0
339,62,HZ011-01,slow,7.0,idle,,,1,0,0.0
340,62,HZ011-02,fast,120.0,fault,,,1,0,0.0
341,62,HZ011-03,fast,180.0,idle,,,1,0,0.0
342,62,HZ011-04,slow,7.0,fault,,,1,0,0.0
343,62,HZ011-05,fast,180.0,idle,,,1,0,0.0
344,63,HZ012-01,slow,7.0,fault,,,1,0,0.0
345,63,HZ012-02,fast,180.0,busy,,,1,0,0.0
346,63,HZ012-03,fast,120.0,idle,,,1,0,0.0
347,63,HZ012-04,slow,7.0,fault,,,1,0,0.0
348,64,NJ004-01,slow,7.0,idle,,,1,0,0.0
349,64,NJ004-02,fast,120.0,idle,,,1,0,0.0
350,64,NJ004-03,fast,180.0,idle,,,1,0,0.0
351,64,NJ004-04,fast,120.0,idle,,,1,0,0.0
352,64,NJ004-05,fast,120.0,idle,,,1,0,0.0
353,64,NJ004-06,slow,7.0,idle,,,1,0,0.0
354,65,NJ005-01,slow,7.0,fault,,,1,0,0.0
355,65,NJ005-02,slow,7.0,busy,,,1,0,0.0
356,65,NJ005-03,fast,120.0,idle,,,1,0,0.0
357,65,NJ005-04,fast,180.0,busy,,,1,0,0.0
358,65,NJ005-05,fast,120.0,fault,,,1,0,0.0
359,66,NJ006-01,slow,7.0,idle,,,1,0,0.0
360,66,NJ006-02,fast,120.0,fault,,,1,0,0.0
361,66,NJ006-03,fast,180.0,fault,,,1,0,0.0
362,66,NJ006-04,fast,120.0,idle,,,1,0,0.0
363,66,NJ006-05,slow,7.0,idle,,,1,0,0.0
364,67,NJ007-01,fast,120.0,idle,,,1,0,0.0
365,67,NJ007-02,fast,180.0,fault,,,1,0,0.0
366,67,NJ007-03,fast,180.0,idle,,,1,0,0.0
367,67,NJ007-04,fast,180.0,fault,,,1,0,0.0
368,67,NJ007-05,fast,180.0,idle,,,1,0,0.0
369,67,NJ007-06,slow,7.0,idle,,,1,0,0.0
370,68,NJ008-01,slow,7.0,busy,,,1,0,0.0
371,68,NJ008-02,slow,7.0,idle,,,1,0,0.0
372,68,NJ008-03,fast,180.0,fault,,,1,0,0.0
373,68,NJ008-04,fast,120.0,fault,,,1,0,0.0
374,69,NJ009-01,fast,180.0,idle,,,1,0,0.0
375,69,NJ009-02,fast,120.0,idle,,,1,0,0.0
376,69,NJ009-03,fast,120.0,fault,,,1,0,0.0
377,69,NJ009-04,fast,120.0,idle,,,1,0,0.0
378,69,NJ009-05,fast,120.0,busy,,,1,0,0.0
379,69,NJ009-06,slow,7.0,idle,,,1,0,0.0
380,69,NJ009-07,fast,180.0,fault,,,1,0,0.0
381,70,NJ010-01,fast,180.0,idle,,,1,0,0.0
382,70,NJ010-02,fast,180.0,busy,,,1,0,0.0
383,70,NJ010-03,fast,180.0,busy,,,1,0,0.0
384,70,NJ010-04,slow,7.0,busy,,,1,0,0.0
385,70,NJ010-05,fast,180.0,idle,,,1,0,0.0
386,70,NJ010-06,fast,120.0,idle,,,1,0,0.0
387,70,NJ010-07,fast,180.0,idle,,,1,0,0.0
388,71,NJ011-01,fast,120.0,idle,,,1,0,0.0
389,71,NJ011-02,slow,7.0,idle,,,1,0,0.0
390,71,NJ011-03,fast,180.0,busy,,,1,0,0.0
391,71,NJ011-04,fast,180.0,idle,,,1,0,0.0
392,71,NJ011-05,fast,180.0,busy,,,1,0,0.0
393,71,NJ011-06,slow,7.0,idle,,,1,0,0.0
394,72,NJ012-01,fast,120.0,fault,,,1,0,0.0
395,72,NJ012-02,fast,120.0,busy,,,1,0,0.0
396,72,NJ012-03,fast,180.0,idle,,,1,0,0.0
397,72,NJ012-04,fast,120.0,idle,,,1,0,0.0
398,72,NJ012-05,fast,120.0,idle,,,1,0,0.0
399,72,NJ012-06,slow,7.0,idle,,,1,0,0.0
